"기준_년_코드(STDR_YY_CODE_SE)","기준_분기_코드(STDR_QU_CODE_SE)","블록코드(BLCK_CODE_SE)","서비스업종코드(SVC_INDUTY_CODE_SE)","분기_매출금액(THSMON_SELNG_AMOUNT_AM)","분기_매출건수(THSMON_SELNG_CO)","주중_매출비율(MDWK_SELNG_RATE)","주말_매출비율(WKEND_SELNG_RATE)","월요일_매출비율(MON_SELNG_RATE)","화요일_매출비율(TUES_SELNG_RATE)","수요일_매출비율(WED_SELNG_RATE)","목요일_매출비율(THUR_SELNG_RATE)","금요일_매출비율(FRI_SELNG_RATE)","토요일_매출비율(SAT_SELNG_RATE)","일요일_매출비율(SUN_SELNG_RATE)","시간대00~06매출비율(TMZON_00_06_SELNG_RATE)","시간대06~11매출비율(TMZON_06_11_SELNG_RATE)","시간대11~14매출비율(TMZON_11_14_SELNG_RATE)","시간대14~17매출비율(TMZON_14_17_SELNG_RATE)","시간대17~21매출비율(TMZON_17_21_SELNG_RATE)","시간대21~24매출비율(TMZON_21_24_SELNG_RATE)","남성_매출비율(ML_SELNG_RATE)","여성_매출비율(FML_SELNG_RATE)","연령대10_매출비율(AGRDE_10_SELNG_RATE)","연령대20_매출비율(AGRDE_20_SELNG_RATE)","연령대30_매출비율(AGRDE_30_SELNG_RATE)","연령대40_매출비율(AGRDE_40_SELNG_RATE)","연령대50_매출비율(AGRDE_50_SELNG_RATE)","연령대60이상_매출비율(AGRDE_60_ABOVE_SELNG_RATE)","주중_매출금액(MDWK_SELNG_AMT)","주말_매출금액(WKEND_SELNG_AMT)","월요일_매출금액(MON_SELNG_AMT)","화요일_매출금액(TUES_SELNG_AMT)","수요일_매출금액(WED_SELNG_AMT)","목요일_매출금액(THUR_SELNG_AMT)","금요일_매출금액(FRI_SELNG_AMT)","토요일_매출금액(SAT_SELNG_AMT)","일요일_매출금액(SUN_SELNG_AMT)","시간대00~06매출금액(TMZON_00_06_SELNG_AMT)","시간대06~11매출금액(TMZON_06_11_SELNG_AMT)","시간대11~14매출금액(TMZON_11_14_SELNG_AMT)","시간대14~17매출금액(TMZON_14_17_SELNG_AMT)","시간대17~21매출금액(TMZON_17_21_SELNG_AMT)","시간대21~24매출금액(TMZON_21_24_SELNG_AMT)","남성_매출금액(ML_SELNG_AMT)","여성_매출금액(FML_SELNG_AMT)","연령대10_매출금액(AGRDE_10_SELNG_AMT)","연령대20_매출금액(AGRDE_20_SELNG_AMT)","연령대30_매출금액(AGRDE_30_SELNG_AMT)","연령대40_매출금액(AGRDE_40_SELNG_AMT)","연령대50_매출금액(AGRDE_50_SELNG_AMT)","연령대60이상_매출금액(AGRDE_60_ABOVE_SELNG_AMT)","주중_매출건수(MDWK_SELNG_CO)","주말_매출건수(WKEND_SELNG_CO)","월요일_매출건수(MON_SELNG_CO)","화요일_매출건수(TUES_SELNG_CO)","수요일_매출건수(WED_SELNG_CO)","목요일_매출건수(THUR_SELNG_CO)","금요일_매출건수(FRI_SELNG_CO)","토요일_매출건수(SAT_SELNG_CO)","일요일_매출건수(SUN_SELNG_CO)","시간대00~06매출건수(TMZON_00_06_SELNG_CO)","시간대06~11매출건수(TMZON_06_11_SELNG_CO)","시간대11~14매출건수(TMZON_11_14_SELNG_CO)","시간대14~17매출건수(TMZON_14_17_SELNG_CO)","시간대17~21매출건수(TMZON_17_21_SELNG_CO)","시간대21~24매출건수(TMZON_21_24_SELNG_CO)","남성_매출건수(ML_SELNG_CO)","여성_매출건수(FML_SELNG_CO)","연령대10_매출건수(AGRDE_10_SELNG_CO)","연령대20_매출건수(AGRDE_20_SELNG_CO)","연령대30_매출건수(AGRDE_30_SELNG_CO)","연령대40_매출건수(AGRDE_40_SELNG_CO)","연령대50_매출건수(AGRDE_50_SELNG_CO)","연령대60이상_매출건수(AGRDE_60_ABOVE_SELNG_CO)","점포수(STOR_CO)","적재일시(LDADNG_DT)"
"2019","3","2*2*6*","CS200006",320042446,10929,84.9,9.2,12.8,50,0,14.2,13.1,22.3,0,0,5.8,11.3,31.9,34,41.3,57.9,38,0,0,51.1,31.2,36,7.3,71545009,8576105,7958022,26047713,43506774,0,4047936,8695890,20963360,0,0,25560230,4471659,34688316,651964,12504843,22469308,0,4799904,3013277,0,72171753,2612071,19787,205,219,550,192,21,189,58,0,0,0,59,0,156,7276,876,1602,0,589,41,85,1743,92,1,"2019-09-20 14:26:16"
"2016","1","2*9*4*","CS100002",939081342,100,83.3,0,12.4,12.7,15.4,16.8,13.9,10.2,0,15.8,2.1,24,6.5,33,11.9,56.2,50.4,2.1,39.9,0,17.5,18.2,12.1,324386085,5729536,414935,1819618,2669409,16477059,5789133,451340,0,0,4205037,2732793,20747263,87929948,0,24993209,23219599,2667556,16973272,51246,8793358,331192852,0,923,70,1620,373,1499,86,215,12470,50,0,4304,4023,1317,44,48,73,149,0,423,3776,0,31,116,3,"2019-09-20 14:26:16"
"2019","2","1*0*1*","CS200003",22604547,5915,54,29.1,15.8,15.3,16.3,0,15.7,12.9,35.4,5.3,0,0,11.6,63.9,2.2,57.7,55,0,6.6,19.9,36.9,19.5,16,100388877,8386508,40231119,7242580,8856299,11863343,5130512,102447029,10937387,0,4572856,27553811,11966614,1401864,103432,8393506,0,30104449,149653,0,1206510,62858666,41532532,26,1287,239,311,88,337,108,289,1579,0,0,13101,660,2980,144,0,3410,6,114,236,431,95,461,1,"2019-09-20 14:26:16"
"2017","3","2*0*0*","CS300014",13421278,2165,67.8,24.4,11.6,30.2,11.9,13.9,17.4,16.8,0,0,11.5,33.5,25.5,40.1,0,54.7,65.6,0,0,35.6,40.8,27.2,33.9,14479957,1029748,50131073,8489931,913008,2308135,15148309,32133883,0,0,3950382,45592260,4371726,12703939,0,10875479,161425479,174269,552091,87980532,5776149,0,1576871,90,1460,12,92,3250,12,1091,175,0,0,0,108,7,13,67,3299,0,301,0,2521,5,92,44,2,"2019-09-20 14:26:16"
"2017","4","4*9*2*","CS100007",49968254,13544,83.3,9.5,23.1,15,10.3,14.2,12.9,20.3,18.8,0,6.6,45.1,0,33.4,1.4,53.3,100,0,6.9,15.1,28.2,9.1,25.5,3405088,3482783,13056756,2965803,26322491,32226419,16803322,19305599,0,0,0,17178196,0,91109223,21231393,302181558,14960894,2210393,55472,0,1475977,6468023,827128,101,28,14,28,68,176,1195,70,87,0,68,12,147,160,221,187,162,0,963,874,67,175,0,1,"2019-09-20 14:26:16"
"2015","3","2*7*1*","CS200003",13280225,1522,76.8,40.9,11.8,12.4,13.2,15,22.3,17.6,15.4,0,1.9,2.7,29.3,28.5,4.9,78.9,35.2,0,24.6,23.6,64.5,20.1,34.7,9507599,1251106,21523291,70808982,18560715,45165333,655965,6488225,0,0,0,8915663,2290142,25080951,30557758,41950847,1449904529,0,122284858,9415374,12328740,19166685,1648305,509,2595,8980,597,5,3075,28,185,156,0,16,44,844,661,0,71,5490,40,0,277,105,86,318,1,"2019-09-20 14:26:16"
"2017","3","4*8*0*","CS200010",12379185,136649,62.8,17.2,12.6,16.5,22.5,20.3,100,20.9,0,0,0,22.2,8.3,20.6,4.2,61.4,66.1,0.8,0,19.4,27.5,16.9,4.3,234141323,4197530,9313717,4408455,18569921,7795448,0,30741953,0,0,30375149,81570905,15641717,11884609,22224636,37915384,110215531,0,0,353339,2086671,8832642,3766215,11815,161,36,0,6187,0,591,6340,37,25,12,1095,873,10,0,7895,50,0,2191,35970,351,38,30,6,"2019-09-20 14:26:16"
"2018","1","3*5*3","CS100002",1366216247,95,71.6,34.5,11.5,0,13.2,8.8,19,15,0,0,0,24.9,0,30.5,20.6,59.7,90.1,3.6,0,0,6.3,0,11.4,3720289,896240,1230976,26480395,3436189,0,13357282,20988272,8423069,0,910189,12205283,7858628,0,12933051,51323696,6456029,244819,16744779,236965650,0,8766052,59947164,4639,2010,1258,3054,0,889,1379,1965,718,0,0,900,3124,68,77,275,215,91,333,49,5,572,1037,6,"2019-09-20 14:26:16"
"2014","2","2*3*8*","CS100004",23223912,17963,97.3,100,9.9,41.1,7.1,14.4,14.5,17,0,0.2,11.1,27.4,43.7,29.4,0.5,50,54.6,0,2.8,28.7,24.3,8.2,18.5,28588504,18499869,12843404,6287601,993251,13905878,27081458,0,0,0,0,41206074,21540725,16658687,757576,45580039,15593678,0,82702,72528225,7871464,9902309,0,9067,164,1147,9,1591,801,2164,12009,0,0,30,10321,15319,4045,4911,467,648,0,8752,0,296,3513,72,1,"2019-09-20 14:26:16"
"2013","2","3*6*9*","CS200005",53013319,521,50,50.2,14,13.1,26.4,14.2,12.7,3.1,13.4,0,5.6,33.3,30.3,32.6,0,64.3,43.7,6.4,21.9,23.7,13.4,60.8,15.9,4889736,56511677,2702819,916666,1237006,327236,448430,38006604,0,65465875,0,7777411,29500630,14485634,1472005,60217058,221536243,0,44422896,7275340,13580553,5142909,0,4797,0,0,11225,19,34,28,1164,2411,0,14,112,3336,1289,0,13215,301,0,10,0,118,18,1986,3,"2019-09-20 14:26:16"
"2016","1","1*7*7","CS200016",101012658,87240,76.3,25.2,12.9,17.4,12,14.9,13.9,15.3,0,13.3,12.3,43.9,13.6,66.3,0,53.7,55.6,0,58,21.5,18.1,28.3,0,9532911,12651441,0,16843660,179738,343558,121280963,17912630,0,0,20005717,321395968,0,184902,95311,48879880,19265169,0,1705464,41751241,18069149,9277259,911389,5628,60,17,836,1050,1360,26,161,0,0,0,1762,203,2952,13681,30461,279,6,27,726,2163,480,25,1,"2019-09-20 14:26:16"
"2016","2","2*3*3*","CS100010",29861066,27155,70.6,28.5,0,0,25,17.8,3,15.3,9.9,1.1,0,0,0,23.9,1.3,60.8,45.8,0.4,17.1,12.9,22.5,27,5.9,40367526,179327256,8102115,578488,0,0,12192748,9350796,16894446,0,2111271,3674294,8622892,3773585,58053270,46173077,163696003,711077,2409046,23469351,19894958,533518,12445535,34,1148,34,79,167,584,211,53,0,2076,0,24,46,236,0,34,9542,0,0,59,909,330,24,1,"2019-09-20 14:26:16"
"2018","1","2*1*9*","CS200016",2257246,8485,84.1,28.1,9,0,21.4,16,11.9,21.1,0,0,4.4,33.4,0,12.7,13.6,51.7,43.5,2.4,3.6,0,34.3,18.9,0,37374562,40226965,819799,83299342,21829680,681973,33998163,12356616,0,29142822,0,57975111,39363134,5082873,120597279,18641846,20524494,336423,0,9587015,22207198,8949412,0,113,0,476,364,813,249,285,148,71,0,1364,0,1105,35,39,6383,211,28,2266,185,206,1640,0,3,"2019-09-20 14:26:16"
"2019","2","2*4*3","CS100001",24569888,7233,67.8,22.3,12.6,7.2,12.4,10.6,13.4,17.4,8.7,6.2,19.9,6.2,16.7,25.4,2.1,63.9,25,0.9,39.7,30.9,22.3,30.7,0,10048204,14010198,34716983,1096964,163747,1486271,477684,54369,15679121,0,0,1318966,0,6086100,0,26166490,5159562,0,12600223,35373950,16137398,325301,8552958,341,1139,4054,163,812,10582,159,98,0,0,39,4054,156,50,9,947,218,362,41,275,426,9,0,1,"2019-09-20 14:26:16"
"2014","3","8*4*","CS100001",41958571,730,55.8,29.3,17.3,7.8,19.7,12.3,4.3,14.3,0,0,0.1,0,0,43,11.2,49.5,28.8,5.9,9.9,43.4,0,11.1,0,5332583,4600449,1071429,36058972,7377824,27129805,1633201,3449374,0,403275,0,16311473,826903,82979149,383858,468231853,12811914,14821344,2150602,59784122,14839041,2711919,1186736,1865,0,281,314,469,35,2047,9,0,0,1042,48,45,252,983,6742,3657,0,2162,5140,2543,0,36,1,"2019-09-20 14:26:16"
"2019","1","2*0*6*","CS300012",177989088,34633,88.9,45,16,8.8,0,15.8,15.9,2.9,0,2.9,0,24.5,22.5,53.7,5.6,49.2,77.8,0,9.2,20.5,19.3,12.7,25,27517827,16222725,57756735,9232954,958525,954087,1552130,19769226,0,7002060,1224868,27041480,3902929,40867808,11844895,29260692,13231219,19645824,46871699,164836080,2588566,6962025,1346186,6399,77,15,10,80,123,0,2835,6,0,1761,0,650,5442,0,516,958,326,1126,2172,183,66,351,2,"2019-09-20 14:26:16"
"2016","2","1*8*3","CS200010",19086586,104,62,58.4,0,17.2,17.8,0,11.8,15,9.9,9.6,7.7,20.7,23.1,13.6,0,79,27.7,0,17,32.5,28.9,14.1,28.8,6127059,27593776,12715903,97251199,14044015,78682925,5364357,26877921,30318647,0,1784799,101221375,5865004,61274033,12251713,7165109,3665709,0,0,5818377,0,40502287,0,12140,0,336,88,38,16370,35,133,28,0,0,1680,287,62,536,147,1199,97,499,94,1035,235,151,0,"2019-09-20 14:26:16"
"2016","1","3*7*1","CS100001",38614908,102,100,27.3,15.5,19.6,6.6,14.4,12.5,15.8,20,0,23.5,20.8,0,34.5,17.3,39.4,56.9,1.4,7.6,9.1,33.9,27.8,7.2,200410110,31659681,4341932,837988,12084003,3416285,55669841,10714897,3510765,0,7944852,118380244,0,12029552,55459071,467136918,82184831,0,14233468,0,20442255,27972639,2694067,32,66,973,361,0,121,440,619,0,0,0,17,2586,7515,0,20,48,0,141,0,1225,9084,29,6,"2019-09-20 14:26:16"
"2014","1","3*6*2*","CS300013",7916950,2339,62.8,40.8,13.7,14.1,0,19.1,35.3,44.7,21.6,29.2,4.4,28.3,20.1,30.7,0,0,32.2,0.3,7.6,17.1,17.3,11.6,22,13680878,203091934,21227399,15834563,73868469,9061789,30195246,114164095,3321353,0,1978070,3516017,5149379,20720118,3138954,76911179,7615945,4383120,16881058,40323245,1096481,3363404,13665604,561,191,56,29,32,68,1793,165,0,233,158,816,69,136,5629,83,2003,0,272,276,142,3045,435,1,"2019-09-20 14:26:16"
"2018","1","2*4*0","CS300009",25511378,1584,56.4,49.4,10.6,8.8,0,10.7,23.5,13.4,9,0,4,10.9,23.1,28.3,45.8,36.4,5.5,0,31.7,10.5,100,30.9,0,337738061,4568626,7173980,0,247619,82303263,0,13014989,99935318,0,58549,2195453,4281481,10565093,3165965,574286,24530259,0,187757,0,7548118,524826243,1251088,6535,76,631,0,17,51,0,0,96,0,5200,140,0,55,37,77,1293,243,0,837,352,4097,174,3,"2019-09-20 14:26:16"
"2019","1","2*4*4*","CS200016",210232414,375,87.9,34.7,14.6,15.1,17.9,0,13.2,0,18,53.2,21.1,24,17.7,24.1,0,44.5,62.1,1.4,41.8,0,23.2,15,10.1,7710004,15835334,0,5511817,4078952,5801376,3924095,141402,0,0,0,38877300,3420541,248792,0,7478060,1052098,1842411,0,17879277,174810795,48896386,92332691,14,23,45,2341,33,77,50,113,12823,0,10,167,576,88,0,1227,370,0,16,4,267,0,762,3,"2019-09-20 14:26:16"
"2016","1","9*7*","CS200018",367777834,8437,68.9,5.9,11.8,11.7,16.7,6.8,15.7,0,3,0,17.9,11.4,10.9,17.8,17.1,73.1,4.8,0,11.3,4.7,0,22,16,447152114,0,2164786,7708593,1540704,0,1619069,3957449,19796157,0,0,190439,8812810,1983657,0,5417876,2670760,220035,0,128914670,13982523,59434918,60473517,281,205,175,0,12,12,16,0,27,157,0,77,176,401,6802,153,27691,0,453,21,9,2225,0,2,"2019-09-20 14:26:16"
"2016","4","3*9*7*","CS100004",142589580,224,100,17.4,11.3,0,15.1,16.4,13.4,16.6,28.4,0,46.3,15.2,30,3,0,94.9,69.1,0.8,0,16.4,8.8,10.1,0,17058194,64136813,5321832,5636352,69190165,26227742,10262801,309993,48121923,0,0,193259354,62820333,10936898,8370250,49045892,9198409,8547712,28771751,30227059,2294144,81421989,17760856,7874,5456,81,240,2638,7,23,72,0,0,809,0,157,124,0,1875,12,6,204,335,271,63,70,3,"2019-09-20 14:26:16"
"2016","4","1*5*6","CS300007",20663835,123,71.1,10.9,13.3,12,11.6,9,23.2,26.7,13.3,51.9,9.9,16.4,22.2,33.8,0.7,0,41.9,0,11,0,17.1,13.6,54.2,11441626,6060765,0,46369613,15600222,15443717,431096,15245172,8537427,0,154309425,23517562,0,10179464,27358855,38954950,79370330,3512726,0,61805436,3041924,1860208,0,82,1665,146,2895,201,5674,1504,47,0,0,0,463,1292,0,40,253,104,0,104,62,100,40,9,1,"2019-09-20 14:26:16"
"2014","3","2*9*7*","CS200006",114025031,4557,96.6,39.4,11.9,16.9,16.4,0,13.3,14.9,16.1,0,21.5,25,32.8,11.9,0,47.4,52.8,1.1,17.2,17.7,29.4,20.8,2.5,5350421,3758302,13526522,0,6969230,1467319,3384376,11694021,8653508,0,0,0,808810,34532301,0,762251,35727140,0,20286993,10078881,18401452,927253,0,622,285,4165,1536,572,52,42,13,0,0,0,0,184,142,90,1181,42,3557,261,879,98,489,220,4,"2019-09-20 14:26:16"
"2014","3","3*3*0*","CS200014",112574021,106,66.7,7.4,15.3,18.6,14,8.2,23.6,18.3,34.3,0,5.6,0,0,23.4,36.1,18.7,44.8,3.8,16.9,5.6,37.3,0,0.4,28956033,24613787,243011,76844785,9878632,48587439,1888241,0,5906291,0,171175,0,2201106,2768342,0,2961144,16083183,0,44665089,100982734,38360289,108606441,4576657,206,4463,10981,529,11,189,423,2824,0,0,1789,0,415,13276,0,2836,9897,0,19,75,70,20,154,1,"2019-09-20 14:26:16"
"2016","3","3*3*6*","CS100001",51541579,1213,55.2,29.6,0,4.7,13.5,15.2,9.1,0,0,0,1,15.4,0.2,35.1,34.2,54.9,39.9,0,55.4,12.8,2.3,4.5,0,15182070,75827081,1826987,2863202,199398366,7508349,10392334,0,0,0,669913,37262219,58937445,78848838,6591711,26185870,4503992,0,25540315,1944585,394092,38544893,263286,411,403,130,240,210,123,682,13,721,0,32075,1036,37,18,498,750,21831,321,473,171,132,2512,92,3,"2019-09-20 14:26:16"
"2013","4","2*1*1*","CS300001",1434568,1396,55.6,38.9,10.7,0,16.2,15.3,16.7,39.1,13.6,11.3,0.2,27.3,44.4,17.2,58.8,79.7,73,0,2.2,4.9,28.3,35.1,10.2,21336717,521877472,14994317,5769231,19395898,147071474,37980001,5562087,12117562,0,82684968,0,21318475,3715604,48639263,34637811,11813158,174433,0,87954593,0,12288830,342264,192,15686,127,2033,0,75,7,0,1540,0,0,7960,11612,2008,0,8757,1979,34,0,74,424,160,104,17,"2019-09-20 14:26:16"
"2017","2","2*0*3*","CS200016",7119648,355,81.5,0,17.5,16.9,14.2,14.8,25.5,0,19,0,0,31.4,23.3,16.7,14.1,26,55.9,0,7.8,66.7,0,22.6,10.1,3762104261,1714779,145366342,4510232,6605816,22241408,606691,14572926,8973393,5292625,50183441,37919096,0,40986420,0,25116352,4759831,0,0,2973056,35236839,29360232,53979,1137,0,53,9,190,60,25,118,848,14,0,0,631,237,74,65,0,0,18,981,0,958,704,5,"2019-09-20 14:26:16"
"2016","2","3*7*6*","CS200006",84925816,6362,71.3,41.5,16.7,20.1,15.8,0,13.9,16.8,0,0,3.6,6.5,25,31.7,0,25.6,49.6,1.1,15.4,40,21.5,21,0,30978951,14075651,0,4902831,1467494,3309550,70695,16737162,0,13589239,35968099,43260611,22591602,60505,2900038,11899158,7478126,0,1785199,13472491,2017866,59486041,9685850,0,3946,200,431,16,1131,63,89,0,0,0,1622,468,171,12,173,82,6,0,110,54,2177,246,1,"2019-09-20 14:26:16"
"2018","1","4*8*8*","CS300010",2378563,6072,72.4,38.6,40.1,16.3,0,14.3,11.2,16.8,8.5,0,29.3,25.6,35.7,0,0,24.9,49.8,0,7.6,11.4,14.8,34.4,9,574841018,38656126,2420274,6556486,6053205,56055986,4485455,22021321,894300,0,4467289,5733142,0,288462246,27097404,45478946,20217245,327890,0,24488237,204819,15610983,2296753,714,223,1946,3012,138,2585,178,997,0,5,476,1509,269,8,0,7,500,0,5591,1853,8069,2770,73,1,"2019-09-20 14:26:16"
"2018","3","2*3*3*","CS100001",16281874,914,83.5,3.2,11.5,11.8,11,13,22.2,0,12,0,1.4,7,29.4,42.4,3.7,43.1,49,0,75.5,18.1,55.5,23.6,2.1,101609469,37887560,2285226,10376111,161117,1087530,49322574,6276838,0,0,0,17666379,102926298,18694171,898453,563860943,2259926133,0,187069070,0,6753247,6293386,16277083,236,1869,394,1891,28,198,191,518,0,10705,2829,250,1651,160,305,0,51,0,7237,38,670,1931,2543,1,"2019-09-20 14:26:16"
"2018","2","1*7*3*","CS200005",4870451,15078,50.4,13.1,14,9.3,12.3,15.1,8,19.2,10.7,0,19.4,30.2,19.6,44.5,19.3,60.1,55.8,6.6,2.6,17.2,0,0,14.4,94965301,3982350,290503,2831657,28359118,1745677,35086150,108537061,0,312400,2702846,11954275,34747861,12979167,2894417,5477877,14212841,88736,140168,68085458,16658883,20187054,13363614,212,8630,4827,43,204,138,196,209,672,0,7486,10,3484,4178,0,1291,19,0,533,5326,557,111,155,0,"2019-09-20 14:26:16"
"2018","2","1*8*8*","CS300015",56342790,742,72.8,27.3,12.9,10.7,25.7,13.6,14.8,10.1,15.2,0,0,11.3,7.7,36.1,2.6,47.8,35.7,0.2,14.8,29.8,100,45.2,33.3,337062,262777638,16625119,2715820,4022249,6430830,10461741,0,0,685402,150783,0,3636687,26468899,1380574,2668650,31512591,5511900,0,1216953,6602662,1282009,1801257,175,293,1315,0,22,350,10001,49,2563,0,0,28,6,0,0,1250,387,0,73,1559,927,29,1783,1,"2019-09-20 14:26:16"
"2018","3","2*3*8*","CS300009",9824986,1423,70.2,25.3,19.8,10.8,16.4,15.2,11,14.3,9.4,12.8,0,16.5,30.9,23.8,0.9,77.9,58.1,1.2,11.5,21.3,27.1,55.6,19.6,83540416,1776778,31639031,57412673,6653133,3733277,13469236,187708,637168,0,636435,1950968,3554363,10749451,5409510,2299413,37708048,0,0,3535398,19877781,5194361,9266387,2263,163,620,166,1412,5,61,1473,48,0,9,0,1239,6329,9,125,33,0,3580,877,43,45,0,4,"2019-09-20 14:26:16"
"2018","4","3*1*9*","CS200004",47746021,639,83.3,21.4,19.2,8.6,11.5,0,20.5,16.7,10.4,0,0,42.6,30.4,37.5,0,50.8,57.9,2.2,9.1,21.7,62.3,12.1,21.2,501416430,9978187,6263388,2008609,5593076,502392,13559665,7272727,1416157,0,85583,27839622,2611294,11185718,15465621,4600086,117556967,0,4178726,122046528,7808477,3831673,65059359,3260,6,20,244,1925,898,262,181,149,0,0,563,663,703,1024,93,79,981,84,126,17,9671,3793,2,"2019-09-20 14:26:16"
"2019","2","2*2*6*","CS200001",97444210,34,67.6,30.6,12.7,15.8,15.4,0,20.1,21.2,8,50,27.6,0,13.1,38.8,1.4,76.3,36.7,2.9,61.6,20.4,81.7,11.3,1.4,4321139,0,0,29277184,6932722,9244261,149481129,580737,138612,26040,326642,67073368,53342286,307227,2484523,25312989,77083518,0,0,53969322,2992301,2074967,7815272,2044,5433,83,2441,12,261,755,2259,163,0,1169,903,23109,1053,92,44,1266,0,156,1651,115,107,42,9,"2019-09-20 14:26:16"
"2014","2","1*9*9","CS300002",64314466,172,88.1,0,14,10.3,0,9.7,12.3,27.9,0,0,0,19.4,100,16.2,17.7,63.1,97.7,0,26.1,38,16.3,24.8,30.3,17220618,169875,15351016,19822309,41267200,51446491,24714935,124537271,46228384,30119230,0,27413784,48788286,160217703,0,21675675,32077981,800644,4546286,1370063,24082505,66708234,0,417,106,49,15,416,2841,152,228,155,0,0,283,496,13983,16,6918,31,0,571,24,9,0,233,4,"2019-09-20 14:26:16"
"2015","4","1*3*0*","CS100004",79557924,190,73.4,37.9,16.3,23.3,13.9,8.9,0,0,7.1,0,1.6,0,0,49.7,0,90.3,51.7,0,0,40.6,10.4,10.2,31.9,38480713,7651085,189118,4588668,19002689,475762,20635924,6457894,0,0,7674354,6132957,2185995,56216990,0,42611140,15755227,0,3867173,43633260,201786631,1517651,0,464,177,36,1094,16247,321,1564,8565,5141,0,280,458,24,21,61,525,20,345,0,392,0,1134,80,1,"2019-09-20 14:26:16"
"2014","1","2*2*8*","CS300009",4607148,7343,82.7,11.7,0,18.2,18.6,11.6,0,27.8,15.1,0,0,53.5,16.9,32.3,20.2,31.7,51,0.2,0,6.5,22.8,0,0,11429471,86606615,3117172,13245199,9152169,4622334,113201804,9073791,0,4835704,0,188899499,33629878,9773619,1158795,38826645,203390097,0,1289960,0,9976568,2908614,4872287,222,145,552,45,12,22254,17,552,29,40,174,14236,0,0,0,0,775,8,3029,524,564,1203,45,1,"2019-09-20 14:26:16"
"2017","1","2*9*8*","CS200016",22485873,971,76.1,29,0,15,13.5,14.1,15.4,18.8,21.6,36.9,2.8,46.4,9.7,34.1,1.2,54.6,16.7,1.8,25.2,8.8,26.2,29.7,5.5,5463266,56709671,2346608,5207059,21148496,2379206,1598625,14695575,7890359,0,0,29584668,6439151,10772199,0,18380986,2728736,26992,35814457,9660262,196474049,64434720,39032365,474,128,214,36,0,11,270,498,4371,0,0,209,954,0,0,990,207,0,228,632,28,3648,1780,3,"2019-09-20 14:26:16"
"2014","4","2*2*7*","CS300007",44548577,23935,47.1,36.4,8.2,12.8,10,12.2,16.6,0,0,0,8.7,21.5,3.3,24.1,5.5,54,43.9,0,20.7,27.8,18,31,44.4,105752929,4002326,5381245,7491470,8171821,81665,16861098,348258,0,0,0,42469502,8462034,8225902,0,32378502,276236587,0,4594255,37029904,126362,5068149,0,801,272,513,17,5,81,2453,3212,9,0,66,0,445,1103,448,63,27,578,3,256,5515,112,1214,1,"2019-09-20 14:26:16"
"2017","2","2*5*3","CS100010",1441954025,1520,86.2,11.9,22.1,13.5,82.5,16.1,21.7,26.9,6.9,0,0,22.1,23.3,50.1,43.2,67.6,66.5,0,14.8,8.6,34.8,13.4,4.6,1534743519,54528731,0,118757713,21230633,731978,3230776,0,5973317,7327555,0,12582519,89852607,10153752,2959861,9223209,1847495,0,3969264,69198693,586078556,2595412,0,703,65,628,4651,10356,517,983,933,295,0,13,402,144,84,0,13322,314,0,27148,514,16,203,835,3,"2019-09-20 14:26:16"
"2018","4","4*0*9*","CS200001",252030466,5380,83.1,19.2,9.1,15.1,24.8,14.8,18.1,9.3,50,4.3,29,20.2,1.8,21,0.6,64.9,54.6,2.3,11.6,0,22.1,16.6,53.8,18193549,18273300,0,180179825,2616889,0,2400121,0,0,0,0,35307564,1657061,1355439,1519730,88250442,134281895,0,224805,11580347,714020,1790854,9810529,10235,420,0,14,954,451,3109,0,0,0,42,21,5890,5300,0,132,3277,0,21,3373,711,3284,1987,2,"2019-09-20 14:26:16"
"2018","3","4*1*2*","CS100005",117021704,2011,96.3,18,11.5,13.2,19.2,0,14,18.4,33.3,0,0,12.6,8.3,50.5,14.6,33.6,0,0,42.5,0,20.9,14.9,50,1720806,10790424,3201367,19886864,489213,22589316,3092492,8334978,7737391,842489,0,40029498,7989211,9077786,0,16277509,118855441,818042,1910000,37128832,6375104,125624249,297749,1684,4070,2047,246,316,57,58,348,282,0,0,368,59,11056,105,2249,1646,50,0,85,900,2400,581,2,"2019-09-20 14:26:16"
"2013","4","4*4*0*","CS300001",158498842,13143,66.7,36.1,14.5,14.7,12.6,13.1,9.6,19.6,13.8,0,15.8,27.2,19.7,41.4,30.2,31.8,71.7,4,13.8,34.2,30.5,20,7.3,818837157,0,51596007,1494244,0,0,45913599,52025429,43857488,4782738,2941308,0,0,2518487,11364643,107497883,84111932,1214173,4792302,8337356,26192401,79208,10876498,734,129,68,43,176,170,1984,174,8790,0,15,1354,2315,2343,12526,255,573,297,33,30,1203,154,44,3,"2019-09-20 14:26:16"
"2014","2","1*2*6","CS100002",16630359,93,69.8,0,12.9,14.8,11.9,14.4,0,0,0,0,0,25,16.2,77.2,0,47.7,40.8,0,33.3,32.7,13.3,26.8,5.3,62996429,10083345,2746715,7415256,23411664,0,819983,6138187,24759710,34627962,101569338,252502374,2576142,196814471,52416412,7000000,3619423,0,32560514,11888777,60602803,82348966,0,5857,84,1120,50,94,24,2109,14133,95,0,0,0,325,56,7035,550,12545,143,908,95,4622,70,8,1,"2019-09-20 14:26:16"
